지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10)
108,서울,2015-03-25,6.5,,2.5,45.9,4.1,1023.8,11.5,18.79,,0
108,서울,2015-03-26,7.9,,3.1,47.5,4.8,1022.6,11.6,19.14,,0
108,서울,2015-03-27,9.1,,2.6,50.5,5.3,1015.8,11.3,18.41,,0
108,서울,2015-03-28,9.7,,2.8,35,3.7,1008,10.3,17.9,,3.3
108,서울,2015-03-29,10.5,,2.5,61.9,7.9,1007.2,6.2,12.83,,5
108,서울,2015-03-30,13.2,,2.6,57.4,8,1007.9,10.8,17.94,,2
108,서울,2015-03-31,12.9,2.5,2.2,80.6,11.9,1004.7,0,3.09,,8.9
108,서울,2015-04-01,12.9,2.5,4.1,67.9,9.8,1005.1,5.3,14.44,,7.1
108,서울,2015-04-02,14.8,28,5,70.5,12.1,994.2,4.8,11.5,,8.4
108,서울,2015-04-03,10.6,3.5,2.8,83.4,10.5,996.3,2.4,7.42,,6.1
108,서울,2015-04-04,13.5,0,4.3,48,7.3,1003.5,5.5,12.62,,8
108,서울,2015-04-05,10.5,.5,2.5,75.1,9.5,1003.7,0,2.89,,10
108,서울,2015-04-06,10.3,,2.7,55.8,6.8,1008,1.7,10.2,,8.8
108,서울,2015-04-07,8.4,0,2.6,59.5,6.5,1013,4.7,10.17,,7.6
108,서울,2015-04-08,8.3,,2.9,52.5,5.6,1015.1,8.3,14.69,,3.8
108,서울,2015-04-09,9.6,,2.3,43,5,1014.2,10.8,18.2,,2.8
108,서울,2015-04-10,11.6,,2.8,40.5,5.3,1012.3,11.6,20.67,,.1
108,서울,2015-04-11,13.5,,2.5,39.3,5.6,1014.7,11.6,19.87,,.4
108,서울,2015-04-12,14.9,,2.9,30.6,4.9,1013.9,3.8,12.6,,7.9
108,서울,2015-04-13,12,6.5,5.9,53.9,7.1,1007.8,5.6,14.89,,9
108,서울,2015-04-14,6.9,10.5,2.7,89.9,8.9,998.5,0,5.33,,10
108,서울,2015-04-15,11.1,1,2.9,72,9.2,998.1,8.5,16.51,,4.4
108,서울,2015-04-16,9.9,7,3.6,69.5,8.5,997.9,1.1,3.64,,4.6
108,서울,2015-04-17,10.5,,3.7,45.4,5.4,1006.2,12.1,22.45,,.3
108,서울,2015-04-18,15.2,0,1.9,31.9,4.8,1005,9.8,19.74,,5
108,서울,2015-04-19,14.5,12,3.7,74.8,11.9,997,0,5.15,,9.9
108,서울,2015-04-20,12.2,5.5,3.2,75.3,10.5,997.5,3.2,8.68,,6
108,서울,2015-04-21,14,,2.9,46,6.6,1005.2,12.5,22.93,,1.8
108,서울,2015-04-22,14.2,0,3,47,7.5,1008,11.2,19.32,,2.8
108,서울,2015-04-23,14.5,,3.5,41.1,6.2,1010.3,10.8,21.03,,3.5
108,서울,2015-04-24,15.7,,3.2,38.3,6.3,1009.2,12.2,22.53,,.9
108,서울,2015-04-25,15.9,,2.7,31.3,5.3,1009.6,12.6,22.89,,0
108,서울,2015-04-26,17.3,,3.3,37.6,7.5,1008.2,11.7,20.92,,0
108,서울,2015-04-27,18.5,,2.8,39.3,7.7,1006.1,12.3,22.03,,1
108,서울,2015-04-28,20.3,0,2.1,38.6,8.9,1002.9,9.6,19.07,,7.1
108,서울,2015-04-29,17,3.5,2.9,77,14.9,1002.2,0,5.86,,9
108,서울,2015-04-30,21.2,,2.2,56.6,13.6,1002.7,12.3,21.6,,2.8
108,서울,2015-05-01,21,,2.5,58.8,14.2,1003.3,12.3,22.13,,0
108,서울,2015-05-02,20.7,.5,2.1,64.4,15.4,1001.7,6.6,15.24,,7.1
108,서울,2015-05-03,18.3,3.5,2.1,90.4,18.9,997.2,.3,5.26,,8.9
108,서울,2015-05-04,16.1,,4.2,45.9,7.9,998.9,12.4,24.18,,1.6
108,서울,2015-05-05,14.2,,3.4,37.9,5.8,1001.3,12.9,25.05,,.1
108,서울,2015-05-06,15.4,,2.4,36.3,5.9,1001.6,6.6,16.16,,6.8
108,서울,2015-05-07,16.5,,2.6,35.6,6.2,1002.3,9.2,18.9,,6
108,서울,2015-05-08,16.7,,2.5,64.3,11.9,1002.8,3.9,14.53,,8.6
108,서울,2015-05-09,17.6,,3,55,10.9,1002.7,10.6,21.61,,4.6
108,서울,2015-05-10,19.1,,2.3,39.6,8.2,1006.7,11.9,23.43,,2.6
108,서울,2015-05-11,18.4,14,3,62.1,12.8,999.2,3.8,13.34,,8
108,서울,2015-05-12,13.3,9.5,6.4,75.9,11.4,989.6,4.7,12.77,,7.4
108,서울,2015-05-13,17.4,0,5.3,56.9,11.3,993.6,12.4,23.36,,1.8
108,서울,2015-05-14,20.4,,3.3,63.8,15.3,996.7,8.7,19.15,,4.8
108,서울,2015-05-15,19.1,,2.7,71,15.5,998.7,3.6,10.61,,6.3
108,서울,2015-05-16,18,,3,41.3,8,1000.1,13.3,25.62,,.4
108,서울,2015-05-17,18.6,,2.2,40.4,7.7,1000.5,13,21.24,,4.8
108,서울,2015-05-18,17.7,,3.2,53.9,10.9,994.9,2.8,13.57,,8.4
108,서울,2015-05-19,14.8,1,3.6,88.9,14.9,996,.2,3.31,,9.4
108,서울,2015-05-20,16.3,,3.1,60,10.5,998.5,12.9,24.87,,2
108,서울,2015-05-21,18.7,,3.7,50.1,10.2,1003.2,12.4,24.6,,2.5
108,서울,2015-05-22,20,,2.9,45.3,9.9,1003.6,12.9,24.5,,2.9
108,서울,2015-05-23,20.6,,2.5,38.5,8.5,1001,12.3,23.67,,1.9
108,서울,2015-05-24,21,,2.4,37.3,8.6,998.5,13.5,25.64,,0
108,서울,2015-05-25,20.8,,2.7,53.1,12.2,998.9,13.4,24.39,,0
108,서울,2015-05-26,21.5,,2.7,48.9,11.3,1001.4,13.4,25.46,,.1
108,서울,2015-05-27,23.2,,2,32.9,8.1,1000,13.5,25.76,,2
108,서울,2015-05-28,24.3,,2.2,27.1,7.8,998.7,12.3,23.3,,2.8
108,서울,2015-05-29,23.8,,2.5,36.8,10.5,997.2,8.1,18.44,,7.3
108,서울,2015-05-30,19.8,.4,2.9,71,16.3,995.3,4,9.2,,6.1
108,서울,2015-05-31,22.1,,2.2,52.8,12.7,998,12.5,23.66,,3
108,서울,2015-06-01,21.7,,2.6,44.6,11,1000,12,20.01,,5.6
108,서울,2015-06-02,23.1,,2.7,46.9,12.6,997.9,12.5,21.87,,7.8
108,서울,2015-06-03,23.3,,3.8,33.3,8.6,997.4,13.2,26.58,,2.6
108,서울,2015-06-04,24.2,,2.6,28.9,8.3,999.4,9.9,,,4.6
108,서울,2015-06-05,19.1,1,1.7,58.8,12.8,996.8,.3,5.94,,9.3
108,서울,2015-06-06,22.4,,2.3,50.4,13,1001.9,11,23.09,,3.5
108,서울,2015-06-07,23.4,,2.3,46.8,12.8,1003.1,8.2,20.45,,3.4
108,서울,2015-06-08,22.4,,2.3,54.9,14.6,997.5,5.1,14.74,,7.9
108,서울,2015-06-09,22.2,,2.9,66.3,17,997.1,10.6,19.71,,4.1
108,서울,2015-06-10,25.3,,2.2,54.3,16,997.5,11.1,23.47,,2.6
108,서울,2015-06-11,24.6,7.5,2.8,59.6,17.6,991.9,4.2,11.53,,7.3
108,서울,2015-06-12,23.6,.5,3.8,63.1,17.5,993.3,11.9,22.5,,5.8
108,서울,2015-06-13,24.7,.5,3.2,61.9,19.1,994.9,8.5,16.79,,7.1
108,서울,2015-06-14,22.8,15.5,2.7,70.3,19,997.5,8.5,19.52,,5.3
108,서울,2015-06-15,24.2,,2.2,65.6,19.3,997.1,9.2,18.62,,6.3
108,서울,2015-06-16,25,,2.4,65.9,20.3,995.1,9.8,21.08,,4.6
108,서울,2015-06-17,23.4,9.5,2.6,72.8,20.5,994.5,7.1,15.34,,5.4
108,서울,2015-06-18,24.8,3,2.7,59.4,17.7,995.9,8.9,20.21,,7.1
108,서울,2015-06-19,24.5,,2.9,57.8,17.4,998.2,9.2,18.87,,5.8
108,서울,2015-06-20,19.6,44.5,1.8,91,20.6,999.1,0,3.25,,7.5
108,서울,2015-06-21,22.4,,2,69.1,17.8,999.9,12.8,23.21,,.9
108,서울,2015-06-22,24,,2.4,60.4,17.5,999.9,11.3,21.88,,3.8
108,서울,2015-06-23,24.7,,2.3,64.1,19.3,1000.6,11.7,20.76,,2.9
108,서울,2015-06-24,25.7,,2.5,58.3,18.9,998.6,8.6,18.02,,6.1
108,서울,2015-06-25,24.8,2,2.1,65.1,20,993.4,2.4,11.93,,8.9
108,서울,2015-06-26,21,12.5,3.3,75.8,18.4,988.4,.3,10.37,,9.6
108,서울,2015-06-27,25.2,,2.2,55.3,17.1,996.1,12.6,26.17,,3.1
108,서울,2015-06-28,25.4,,2.6,61.8,19.7,999.3,13,23.32,,3
108,서울,2015-06-29,25.7,0,2.8,61.8,19.8,996.8,11.4,22.5,,6.8
108,서울,2015-06-30,24.4,2.5,1.7,70,21,988.7,2.8,8.49,,9.1
108,서울,2015-07-01,23.7,.5,3.8,66.3,18.9,985.8,11.7,23.03,,4.4
108,서울,2015-07-02,23.7,,4,64.5,18,991.2,11.1,20.63,,4.6
108,서울,2015-07-03,23.3,,3,62.6,17.2,995.4,11.1,22.48,,2.1
108,서울,2015-07-04,24.1,,2.2,55.8,16.1,999.1,10.9,20.86,,1.9
108,서울,2015-07-05,24.2,,2.3,57.4,16.9,1000.9,9.7,18.23,,5.1
108,서울,2015-07-06,25.3,,2.2,54.3,16.8,1001.1,9.9,20.44,,3.9
108,서울,2015-07-07,25.6,,2,52.1,16.8,1000.1,5.5,14.8,,7.6
108,서울,2015-07-08,23.4,.5,4,69.8,19.9,1001.6,1.3,12.41,,9.4
108,서울,2015-07-09,26.5,,2.9,61.3,21,1004.2,4.5,14.1,,6.8
108,서울,2015-07-10,29.2,,1.9,60.9,23.8,1002.9,8.7,17.95,,5.6
108,서울,2015-07-11,30.4,0,2.1,60.3,25.5,999,9.9,17.99,,7.5
108,서울,2015-07-12,24.8,29,4,94.1,29.3,986,0,4.84,,10
108,서울,2015-07-13,23.1,10,5.2,90.8,25.5,983.3,.1,3.52,,9.5
108,서울,2015-07-14,26.1,,3.5,72.4,24,993.3,10.1,20.45,,5
108,서울,2015-07-15,27.9,,2.9,58.8,21.3,996.4,11.4,19.53,,3.3
108,서울,2015-07-16,24.7,,5,51.3,15.8,997.4,11.2,20.99,,3.9
108,서울,2015-07-17,23.6,,3.6,49.8,14.3,996.5,8.1,18.65,,6.1
108,서울,2015-07-18,24.3,.5,2.2,63.5,19.3,999.2,1.1,8.93,,9.9
108,서울,2015-07-19,25.1,5,1.8,77.4,24.1,1000.9,3.4,12.69,,8.6
108,서울,2015-07-20,27.5,,2.4,71.4,26.1,998.9,1.7,10.48,,8.5
108,서울,2015-07-21,27,11,1.6,81.6,28.7,996.7,.3,7.53,,9.5
108,서울,2015-07-22,27.7,1,1.8,76.9,28.4,996,2.2,8.63,,8.5
108,서울,2015-07-23,26.9,16,2.1,81,28.3,996.7,2.3,8.55,,9.5
108,서울,2015-07-24,24.7,26.5,2,96.9,29.9,994.8,0,3.79,,10
108,서울,2015-07-25,25,80,3.2,95.1,29.9,995.7,0,1.93,,10
108,서울,2015-07-26,26,40.5,2.6,85.5,28.3,998,4.3,14.11,,8.4
108,서울,2015-07-27,26.2,1.5,2.3,86,28.9,998.2,3.6,9.43,,8.4
108,서울,2015-07-28,27.7,0,2.7,74.4,27.1,997.9,7.2,15.95,,7.3
108,서울,2015-07-29,26.7,4,2.6,82.9,28.8,996.4,.2,5.49,,8.4
108,서울,2015-07-30,28.6,,3.5,76.4,29.4,998,7.9,15.12,,6.9
108,서울,2015-07-31,27.9,,2.7,74.3,27.7,999.1,6.7,14.93,,6.6
108,서울,2015-08-01,28.2,,3.1,72.8,27.5,999.6,5.3,11.43,,6.9
108,서울,2015-08-02,26.5,16.5,2.7,84.3,28.9,999.8,1.4,7.69,,8.4
108,서울,2015-08-03,27.9,0,3.8,71.5,26.5,998.6,6,12.74,,5.8
108,서울,2015-08-04,27.5,,4.5,73.3,26.7,996.7,3.7,9.77,,8.5
108,서울,2015-08-05,28.6,.1,3.7,67,25.6,998.1,7.5,15.78,,6.6
108,서울,2015-08-06,29.3,,2,64.5,25.8,1001.9,11.8,21.48,,3.1
108,서울,2015-08-07,28.9,11,1.4,71.3,27.8,1004.8,7.5,15.11,,2.8
108,서울,2015-08-08,26.6,7.5,2.1,79.1,27.2,1003.5,5,11.69,,6.5
108,서울,2015-08-09,26.7,,2.1,74.4,25.5,1001.1,9.6,16.75,,6.6
108,서울,2015-08-10,27,,2.3,72.1,25.3,999.6,8.6,18.83,,6.5
108,서울,2015-08-11,26.8,,2.1,73.6,25.6,997.5,2.2,11.2,,6.4
108,서울,2015-08-12,27.3,,2,67.5,23.5,994.6,10.6,19.87,,2
108,서울,2015-08-13,26.5,0,1.9,68.6,23.6,994.8,8.5,14.56,,4.8
108,서울,2015-08-14,26.9,,2.4,66.4,22.8,995.8,11.2,18.54,,3.9
108,서울,2015-08-15,27.1,.1,1.9,70.4,24.8,998.1,6.5,13.04,,4.3
108,서울,2015-08-16,25.8,29,2,74.9,24.4,997.6,1.7,9.39,,8.3
108,서울,2015-08-17,26.6,,2.2,61.5,20.5,998.4,11.3,20.18,,3.3
108,서울,2015-08-18,27.9,,2.5,59.9,22.2,1002.4,8.7,16.34,,5.1
108,서울,2015-08-19,26.8,0,1.8,70.3,24.6,1003,.2,9.03,,8.6
108,서울,2015-08-20,25.4,.4,1.7,75.5,24.3,999.2,.8,6.42,,9.6
108,서울,2015-08-21,25.2,2.5,2,78.3,24.7,994.7,4.3,10.35,,7.1
108,서울,2015-08-22,25.5,0,2.5,69.8,22.4,995.4,6.9,14.11,,6.9
108,서울,2015-08-23,26.3,,1.7,65.5,21.8,997,9.7,17.77,,4.4
108,서울,2015-08-24,26.3,,3.8,60.6,20.6,997.3,5.3,12.71,,6.8
108,서울,2015-08-25,21.7,5.5,3.2,76.4,19.5,992.7,0,4.19,,9.9
108,서울,2015-08-26,21.9,0,2.9,68.4,17.9,995.6,3.6,11.44,,8.5
108,서울,2015-08-27,24.7,0,3.1,61.1,18.2,996.9,12.2,21.75,,1.9
108,서울,2015-08-28,23.2,.3,1.7,69.4,19.5,998.3,6.8,12.64,,5
108,서울,2015-08-29,24.4,,1.7,65.8,19.3,999,10.7,17.29,,1.3
108,서울,2015-08-30,24.9,0,1.6,65.9,19.9,1000.7,10.6,18.09,,1.3
108,서울,2015-08-31,25.9,,1.9,62.9,20.4,1001.7,8.8,16.15,,3.8
108,서울,2015-09-01,25.9,,3.4,59.4,19.4,1000.4,8.3,16.85,,7.4
108,서울,2015-09-02,23.9,.5,2.1,72.8,21.4,1001.7,3.3,8.66,,8.5
108,서울,2015-09-03,23.9,18,2.3,75.1,21.7,1001,10.2,16.1,,4.1
108,서울,2015-09-04,24.8,,2.2,68.5,20.7,1001.9,8.4,15.13,,5
108,서울,2015-09-05,21.9,5,2.1,79.8,20.9,999.1,0,5.13,,9.4
108,서울,2015-09-06,22.2,,3.7,60.4,15.9,997.9,6.5,14.4,,4.8
108,서울,2015-09-07,22.6,,2.4,52.9,14.1,1002.8,12.2,20.4,,.5
108,서울,2015-09-08,22.7,,3.2,43.6,11.2,1006.1,12.3,21.41,,0
108,서울,2015-09-09,22.4,,2.9,42.9,11.3,1006.5,12,20.51,,.4
108,서울,2015-09-10,22.4,,2.4,62.3,16.6,1004,11.9,19.7,,.9
108,서울,2015-09-11,21,2.5,2.1,76.4,18.8,1000.2,1.8,7.39,,9.3
108,서울,2015-09-12,19.2,,1.9,60.4,13,999.8,5.8,11.82,,7.9
108,서울,2015-09-13,20.2,,2.6,54.1,12.2,1006.7,11.9,20.08,,.5
108,서울,2015-09-14,22.1,,1.6,61.1,15.7,1011.3,10,14.36,,3.6
108,서울,2015-09-15,22.8,,2.2,48.5,12.7,1010.4,11.2,19.02,,3.8
108,서울,2015-09-16,21.6,,2.5,45.5,11.4,1008,11.7,19.62,,4.8
108,서울,2015-09-17,21.4,,3.1,46.4,11.4,1007.1,11.4,19.7,,1.5
108,서울,2015-09-18,21.9,,2.4,52.1,13.4,1006.6,10,18.02,,2.5
108,서울,2015-09-19,22.3,,2.4,58.3,15.1,1003.6,11.5,17.45,,2.6
108,서울,2015-09-20,22.1,,2,69,17.7,1002.3,7.7,13.58,,4.5
108,서울,2015-09-21,22.6,,1.5,62.1,16,1004.3,10,14.14,,.4
108,서울,2015-09-22,23.9,,1.8,48.4,13.6,1005.3,11.2,17.12,,.5
108,서울,2015-09-23,22,,1.7,57.9,15,1000.9,2.1,7.24,,6.6
108,서울,2015-09-24,23.4,,1.9,56.4,15.2,997.6,10.3,16.16,,3
108,서울,2015-09-25,23.4,,2.5,56.5,15.8,997.6,9.5,14.77,,2.9
108,서울,2015-09-26,22.4,,1.8,54.5,14.2,1001.2,11,14.47,,1.9
108,서울,2015-09-27,21.9,,1.9,39.4,9.8,1004.9,11.2,17.46,,0
108,서울,2015-09-28,21.4,0,1.6,39.6,9.5,1009.4,5.6,11.23,,5.8
108,서울,2015-09-29,22.1,,2.3,36.6,9.4,1013.5,9.4,17.07,,3.4
108,서울,2015-09-30,21.3,,2.6,45.3,11.3,1010.9,3.7,9.74,,8.9
108,서울,2015-10-01,16.3,35,3.6,77.5,14.7,993,0,1.74,,8.3
108,서울,2015-10-02,16.5,,3.7,53.5,10,1003.5,10.5,14.08,,2.8
108,서울,2015-10-03,19.2,,3.8,49.4,11.1,1008.2,10.2,15.91,,4.5
108,서울,2015-10-04,16.6,,1.8,38.9,7.2,1015.9,8.9,12.36,,6.3
108,서울,2015-10-05,18,,1.9,49.4,9.6,1013.3,11,16.27,,.1
108,서울,2015-10-06,18.7,,1.9,57.5,11.7,1010.8,10.5,15.06,,0
108,서울,2015-10-07,19.6,,1.4,67.5,14.9,1007.4,6.9,11.87,,4.8
108,서울,2015-10-08,20.1,,2.3,61.1,13.7,1001.8,9.8,14.45,,3.9
108,서울,2015-10-09,16.2,,3.7,43.8,7.8,1000.7,10.8,16.51,,.8
108,서울,2015-10-10,12.8,3.5,2.2,70.9,10.5,999.7,2.2,4.71,,8.6
108,서울,2015-10-11,10.8,3.5,2.4,72.6,9.4,1002.1,1.5,5.97,,6.8
108,서울,2015-10-12,12.3,,2.7,56.5,7.7,1007.1,10.6,15.18,,2.3
108,서울,2015-10-13,15,,2.5,66.4,11.3,1009.7,10.1,13.78,,.8
108,서울,2015-10-14,17.1,,1.6,64.6,11.7,1010.3,9.2,14.07,,.1
108,서울,2015-10-15,17.9,,1.8,62.1,12.1,1009.5,9.8,13.21,,3.1
108,서울,2015-10-16,17.5,,1.8,71,14,1009.5,7.6,9.97,,2.4
108,서울,2015-10-17,18.7,,1.7,64.8,13.3,1010.4,10.2,13.82,,0
108,서울,2015-10-18,17.9,,1.3,65.1,12.9,1010,9,11.68,,.1
108,서울,2015-10-19,18.1,,2,67.4,13.5,1007.2,7.6,10.67,,.5
108,서울,2015-10-20,18.8,,1.6,69.5,14.6,1007,6.9,10.77,,2.9
108,서울,2015-10-21,17.9,,1.6,72.5,14.5,1009,6.7,9.93,,0
108,서울,2015-10-22,17.5,,2.2,64.8,12.7,1010.3,4.6,9.2,,2.1
108,서울,2015-10-23,17.5,,2.4,69.1,13.6,1008.7,4.1,7.24,,6.1
108,서울,2015-10-24,16.9,10.5,2.5,64.4,12.2,1008.3,6.9,10.46,,4.4
108,서울,2015-10-25,16.3,,2.1,51,9.1,1013.4,8.6,12.95,,.9
108,서울,2015-10-26,15,2,2.4,66.8,11.3,1008.6,2.4,7.11,,8.5
108,서울,2015-10-27,12.1,26.5,3.2,69.3,9.9,1001.4,7,9.17,,4.6
108,서울,2015-10-28,9.9,,2.5,49,5.9,1009.3,9.7,13.01,,.3
108,서울,2015-10-29,8.4,.5,2.4,50.4,5.5,1012.2,7,10.86,,2
108,서울,2015-10-30,5.4,,2.6,41.8,3.7,1017.1,9.7,13.64,,.1
108,서울,2015-10-31,5.7,,2.1,42.5,3.8,1019.2,9.7,13.52,,0
108,서울,2015-11-01,7,,1.6,48.4,4.7,1015.3,4.7,8.35,,7.3
108,서울,2015-11-02,10.8,,1.6,60.5,7.8,1012.6,6.6,8.68,,4.9
108,서울,2015-11-03,11.8,,1.4,67.6,8.9,1018.4,9,10.84,,0
108,서울,2015-11-04,12.2,,1.6,62,8.3,1018.1,9.1,11.07,,2
108,서울,2015-11-05,13.2,,1.7,63.9,9.5,1015.2,8.1,9.56,,2.5
108,서울,2015-11-06,13.5,4.5,4.7,63.9,9.7,1015.4,5.6,8.42,,7.1
108,서울,2015-11-07,10.5,24.5,6,91.5,11.6,1011.7,0,2,,10
108,서울,2015-11-08,11.1,10.5,5.2,90.6,11.9,1006,0,2.05,,10
108,서울,2015-11-09,10.8,3.5,2.1,87.6,11.3,1007.6,0,3.48,,9.8
108,서울,2015-11-10,10,,1.8,80,9.7,1013.3,2.6,6.06,,5.9
108,서울,2015-11-11,11.6,,1.6,72.4,9.7,1017.7,7.1,9.47,,3.6
108,서울,2015-11-12,14.5,,2.8,63.5,10.3,1019.1,8.9,11.05,,3.1
108,서울,2015-11-13,11.5,22.5,4,83.8,11.2,1011,0,1.54,,9.8
108,서울,2015-11-14,12.8,3.5,1.4,97.3,14.3,1004.1,0,2.24,,9.4
108,서울,2015-11-15,13.4,,1.8,84.5,12.8,1009.6,5.4,8.5,,6.3
108,서울,2015-11-16,12.2,5.5,2.8,85.1,12,1006.7,0,2.51,,9.3
108,서울,2015-11-17,13.9,,1.8,69.6,10.8,1007.9,8.8,10.27,,4.6
108,서울,2015-11-18,10.4,5.5,5.1,70.6,8.9,1010.4,0,1.53,,8.9
108,서울,2015-11-19,8.9,,2.6,72.8,8.3,1012.3,0,2.82,,7.6
108,서울,2015-11-20,9.8,,1.5,72.6,8.6,1013.6,5.3,6.66,,5.8
108,서울,2015-11-21,9.2,,1.8,55.9,6.4,1016.8,8.2,9.03,,2.1
108,서울,2015-11-22,10.2,3.5,2.4,66.5,8.1,1017.3,3.2,6.75,,8.1
108,서울,2015-11-23,8.5,6.5,3.3,80.9,8.9,1014.9,0,3.56,,9.5
108,서울,2015-11-24,5.6,.5,3.1,69.5,6.3,1015,0,4.6,,8.3
108,서울,2015-11-25,2.4,11,2.7,86.8,6.3,1008.4,.4,2.16,,9.4
108,서울,2015-11-26,-2.7,0,3.7,63.8,3.3,1005.7,2.3,3.63,,7
108,서울,2015-11-27,-2.8,,2.6,59.1,3,1014.6,5.2,7.12,,4.4
108,서울,2015-11-28,.1,.1,2.1,70.8,4.4,1019.1,0,2.62,,7.6
108,서울,2015-11-29,2.5,3,3.3,87.9,6.4,1015.7,0,1.85,,9.8
108,서울,2015-11-30,4.1,,2,69.1,5.5,1013.7,8.5,9.51,,2.5
108,서울,2015-12-01,4,,1.9,57.8,4.5,1014.4,9.1,9.03,,1.5
108,서울,2015-12-02,6,13.5,3.2,71.4,6.8,1004.8,.5,1.46,,7.8
108,서울,2015-12-03,-.7,7.1,4.1,79.3,4.7,1002.9,1.3,2.76,6.5,8.3
108,서울,2015-12-04,-.4,,2.8,63.9,3.8,1011.2,6.9,7.65,,3.4
108,서울,2015-12-05,3.4,,3.1,51.4,4,1014.4,7.8,9.01,,6.3
108,서울,2015-12-06,1.3,,1.2,46.4,3,1018,7.5,8.34,,5
108,서울,2015-12-07,1.9,,1.8,51.1,3.5,1019.7,8.8,8.99,,1.9
108,서울,2015-12-08,2.9,,1.3,55.9,4.1,1021.9,9,8.42,,0
108,서울,2015-12-09,5,,2.3,57.4,5,1019.1,7.2,7.36,,5.3
108,서울,2015-12-10,7.8,.3,2.3,74.8,7.8,1008.4,0,1.48,,8.8
108,서울,2015-12-11,6.4,,3.4,56.5,5.2,1008,7.7,8.33,,2
108,서울,2015-12-12,5.2,,2.6,50.1,4.3,1014.3,8.9,9.32,,1.3
108,서울,2015-12-13,5.2,,1.4,50.5,4.3,1013.1,8.9,8.85,,1.6
108,서울,2015-12-14,5,2.5,2.2,75.6,6.6,1010.2,0,1.89,,9.8
108,서울,2015-12-15,4.7,.1,2.8,69.8,6,1008,3.2,4.65,,8
108,서울,2015-12-16,-1,,3.9,50.9,2.9,1008.7,8.3,8.78,,2
108,서울,2015-12-17,-4.6,,2.7,43.4,1.9,1017,9.1,9.77,,0
108,서울,2015-12-18,-3.3,0,2.2,61.9,3,1021.9,0,1.66,,6.3
108,서울,2015-12-19,-.1,,1.7,66.3,3.9,1024.3,8.8,8.78,,.5
108,서울,2015-12-20,1.5,,1.5,56.9,3.7,1018.7,3.6,5.74,,7
108,서울,2015-12-21,2.2,2,2.5,76,5.4,1016,2.4,3.11,,5.8
108,서울,2015-12-22,3.1,,2.4,67.9,5,1017.7,7.1,7.97,,3.8
108,서울,2015-12-23,5.9,.4,2.1,59.6,5.5,1011.6,5.9,6.87,,4.5
108,서울,2015-12-24,1.5,,2.3,67.5,4.6,1010.3,4.7,6,,4.5
108,서울,2015-12-25,-.8,0,2,46.3,2.6,1010.5,9.1,9.55,.2,2.3
108,서울,2015-12-26,.9,.7,2.4,73.3,4.9,1009.8,0,4.48,1,4.5
108,서울,2015-12-27,-5.7,,2.9,39,1.5,1019.6,9.2,9.75,,0
108,서울,2015-12-28,-5.7,,2.3,38.4,1.5,1022.4,9.2,9.78,,0
108,서울,2015-12-29,-3.2,,1.4,47.6,2.3,1022.4,7.6,7.16,,3.8
108,서울,2015-12-30,.3,2.5,2.5,67.6,4.3,1018.1,3.1,5.43,,6.9
108,서울,2015-12-31,.7,,1.5,81.3,5.2,1020.1,2.9,3.98,,5
108,서울,2016-01-01,1.2,,1.6,73,4.8,1019.9,2.1,4.61,,7
108,서울,2016-01-02,5.7,,2,76.9,7.1,1012,3.6,4.5,,7.8
108,서울,2016-01-03,6.5,,1.8,80.6,7.7,1008.9,2.2,4.85,,7.5
108,서울,2016-01-04,2,,3.1,54.4,3.9,1013.1,8.6,9.03,,4.4
108,서울,2016-01-05,-2.7,,2.3,39.4,1.9,1016.9,7.9,8.22,,3.4
108,서울,2016-01-06,-1.7,,1.8,54.3,3,1014.7,2.2,4.69,,6
108,서울,2016-01-07,-3.4,,2.5,51.8,2.4,1013.9,9.1,9.76,,.3
108,서울,2016-01-08,-3.3,,2,49.8,2.3,1012.6,9.2,9.83,,.5
108,서울,2016-01-09,-2.1,,2.1,57.1,3,1014.3,8,9.28,,4.1
108,서울,2016-01-10,.3,,2.6,42.3,2.6,1015.5,7.9,9.35,,2.6
108,서울,2016-01-11,-3.8,,2.8,38.3,1.7,1016.1,9.1,9.89,,1.1
108,서울,2016-01-12,-5.2,,2.5,46,1.9,1013.3,9.1,10.02,,.5
108,서울,2016-01-13,-4.5,.4,2,63,2.8,1009.5,5.8,6.69,.5,5.5
108,서울,2016-01-14,-3.4,0,1.7,52.1,2.5,1011,7.7,8.8,.4,4
108,서울,2016-01-15,-.4,,1.8,52.3,3,1010.9,6.1,7.85,0,3.1
108,서울,2016-01-16,-.2,.1,2.9,68,4.2,1012.1,1,4.86,,7.1
108,서울,2016-01-17,1.7,,2.4,64,4.3,1006.4,0,4.23,,6.6
108,서울,2016-01-18,-6.3,.2,4.8,59.8,2.5,1003.9,7.8,8.31,.4,6
108,서울,2016-01-19,-12.8,,5.4,45.9,1,1011.7,9.3,10.82,,.5
108,서울,2016-01-20,-10.5,,1.8,43.6,1.2,1019.7,9,9.08,,1.9
108,서울,2016-01-21,-7.1,,1.8,44.3,1.6,1017.9,6.5,8.41,,3.9
108,서울,2016-01-22,-7.6,,2.6,40.5,1.4,1021.1,6.2,7.62,,5.4
